Local Authority,Sum of Value,Measures,Year,Quarter,Month,Attribute
Burnley,5.6,Variable,2018,Qtr 2,June,16+ unemployment rate - white
Burnley,52.5,Variable,2018,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,31.6,Variable,2018,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,73.3,Variable,2018,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Burnley,32.9,Variable,2018,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Burnley,25.5,Variable,2018,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Burnley,16.4,Variable,2018,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Burnley,21.1,Variable,2018,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Burnley,6.7,Variable,2018,Qtr 4,December,16+ unemployment rate - white
Burnley,44.6,Variable,2018,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,34.6,Variable,2018,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,54.2,Variable,2018,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Burnley,31.9,Variable,2019,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Burnley,52.1,Variable,2019,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
Burnley,31.5,Variable,2019,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Burnley,22,Variable,2019,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Burnley,26.8,Variable,2019,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Burnley,9,Variable,2019,Qtr 2,June,16+ unemployment rate - white
Burnley,43.8,Variable,2019,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,25.4,Variable,2019,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,55.9,Variable,2019,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Burnley,41.7,Variable,2019,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Burnley,57.9,Variable,2019,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
Burnley,28.3,Variable,2019,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Burnley,19.3,Variable,2019,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Burnley,23.9,Variable,2019,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Burnley,6.1,Variable,2019,Qtr 4,December,16+ unemployment rate - white
Burnley,53.9,Variable,2019,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,46.1,Variable,2019,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,58.8,Variable,2019,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Burnley,51.2,Variable,2020,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Burnley,48.9,Variable,2020,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
Burnley,30.8,Variable,2020,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Burnley,12.1,Variable,2020,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Burnley,21.2,Variable,2020,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Burnley,5.4,Variable,2020,Qtr 2,June,16+ unemployment rate - white
Burnley,62.2,Variable,2020,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,62.5,Variable,2020,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,61.9,Variable,2020,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Burnley,32.8,Variable,2020,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Burnley,17.8,Variable,2020,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Burnley,25.5,Variable,2020,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Burnley,52,Variable,2020,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,41.9,Variable,2020,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,67.9,Variable,2020,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Burnley,28.5,Variable,2021,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Burnley,19.1,Variable,2021,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Burnley,24.1,Variable,2021,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Burnley,4.7,Variable,2021,Qtr 2,June,16+ unemployment rate - white
Burnley,46.2,Variable,2021,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,37.1,Variable,2021,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,59.1,Variable,2021,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Burnley,44.2,Variable,2021,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Burnley,65.7,Variable,2021,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
Burnley,30.3,Variable,2021,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Burnley,12.9,Variable,2021,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Burnley,21.7,Variable,2021,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Burnley,7.5,Variable,2021,Qtr 4,December,16+ unemployment rate - white
Burnley,36.1,Variable,2021,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,23.7,Variable,2021,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,51.9,Variable,2021,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Burnley,51.7,Variable,2022,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Burnley,75.6,Variable,2022,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
Burnley,33.6,Variable,2022,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Burnley,18.8,Variable,2022,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Burnley,27.5,Variable,2022,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Burnley,40,Variable,2022,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,38.5,Variable,2022,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,65.1,Variable,2022,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Burnley,25.2,Variable,2022,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Burnley,19.4,Variable,2022,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Burnley,22.9,Variable,2022,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Burnley,56.2,Variable,2022,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,57.9,Variable,2022,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,47.9,Variable,2023,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Burnley,59.8,Variable,2023,Qtr 2,June,% of  ethnic minority males of  aged 16-64 who are economically inactive
Burnley,31.1,Variable,2023,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Burnley,11.7,Variable,2023,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Burnley,23.8,Variable,2023,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Burnley,49,Variable,2023,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,56.2,Variable,2023,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,32.2,Variable,2023,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Burnley,25.1,Variable,2023,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Burnley,38.1,Variable,2023,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,34.6,Variable,2023,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,20.1,Variable,2024,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Burnley,15.7,Variable,2024,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Burnley,17.9,Variable,2024,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Burnley,57.6,Variable,2024,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,57.2,Variable,2024,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,58.3,Variable,2024,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Burnley,18.1,Variable,2024,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Burnley,23.8,Variable,2024,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Burnley,21,Variable,2024,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Burnley,57.3,Variable,2024,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,64.7,Variable,2024,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,45.1,Variable,2024,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Burnley,36.1,Variable,2025,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Burnley,80.4,Variable,2025,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
Burnley,24.5,Variable,2025,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Burnley,25.4,Variable,2025,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Burnley,24.9,Variable,2025,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Burnley,44.9,Variable,2025,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,46.8,Variable,2025,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,42.3,Variable,2025,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Burnley,34.2,Variable,2025,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Burnley,55.5,Variable,2025,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
Burnley,27.3,Variable,2025,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Burnley,22.7,Variable,2025,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Burnley,25,Variable,2025,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Burnley,38.1,Variable,2025,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Burnley,42.8,Variable,2025,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Burnley,31.9,Variable,2025,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Chorley,12.3,Confidence,2013,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Chorley,10.8,Confidence,2013,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Chorley,5.3,Confidence,2013,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Chorley,13.1,Confidence,2013,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Chorley,9.3,Confidence,2013,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Chorley,5.2,Confidence,2013,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Chorley,12.9,Confidence,2014,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Chorley,11.3,Confidence,2014,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Chorley,5.5,Confidence,2014,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Chorley,13.5,Confidence,2014,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Chorley,19.5,Confidence,2014,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Chorley,18.8,Confidence,2014,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Chorley,13.5,Confidence,2014,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Chorley,11.4,Confidence,2014,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Chorley,5.7,Confidence,2014,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Chorley,14.9,Confidence,2014,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Chorley,22.3,Confidence,2014,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Chorley,20.4,Confidence,2014,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Chorley,14.1,Confidence,2015,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Chorley,11,Confidence,2015,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Chorley,5.7,Confidence,2015,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Chorley,14.8,Confidence,2015,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Chorley,23.8,Confidence,2015,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Chorley,19,Confidence,2015,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Chorley,15.2,Confidence,2015,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Chorley,13.6,Confidence,2015,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Chorley,6.5,Confidence,2015,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Chorley,16.9,Confidence,2015,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Chorley,22.4,Confidence,2015,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Chorley,15.1,Confidence,2016,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Chorley,14.3,Confidence,2016,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Chorley,6.5,Confidence,2016,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Chorley,18.8,Confidence,2016,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
