Sum of Value,Year,Quarter,Month,Day,Range (groups),Range,Local Authority,Attribute
35061,2015,Qtr 3,September,1,35-49,40 to 44,Blackpool,Number of previous offences
861,2015,Qtr 3,September,1,35-49,40 to 44,Blackpool,offenders
1212,2015,Qtr 3,September,1,35-49,40 to 44,Blackpool,reoffences
282,2015,Qtr 3,September,1,35-49,40 to 44,Blackpool,reoffenders
126723,2015,Qtr 3,September,1,35-49,40 to 44,Lancashire,Number of previous offences
3614,2015,Qtr 3,September,1,35-49,40 to 44,Lancashire,offenders
4133,2015,Qtr 3,September,1,35-49,40 to 44,Lancashire,reoffences
1070,2015,Qtr 3,September,1,35-49,40 to 44,Lancashire,reoffenders
14766,2015,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,Number of previous offences
390,2015,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,offenders
387,2015,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,reoffences
102,2015,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,reoffenders
25572,2015,Qtr 3,September,1,35-49,45 to 49,Blackpool,Number of previous offences
657,2015,Qtr 3,September,1,35-49,45 to 49,Blackpool,offenders
744,2015,Qtr 3,September,1,35-49,45 to 49,Blackpool,reoffences
171,2015,Qtr 3,September,1,35-49,45 to 49,Blackpool,reoffenders
81594,2015,Qtr 3,September,1,35-49,45 to 49,Lancashire,Number of previous offences
2647,2015,Qtr 3,September,1,35-49,45 to 49,Lancashire,offenders
2645,2015,Qtr 3,September,1,35-49,45 to 49,Lancashire,reoffences
661,2015,Qtr 3,September,1,35-49,45 to 49,Lancashire,reoffenders
13326,2015,Qtr 3,September,1,50+,50+,Blackburn with Darwen,Number of previous offences
540,2015,Qtr 3,September,1,50+,50+,Blackburn with Darwen,offenders
330,2015,Qtr 3,September,1,50+,50+,Blackburn with Darwen,reoffences
117,2015,Qtr 3,September,1,50+,50+,Blackburn with Darwen,reoffenders
23649,2015,Qtr 3,September,1,50+,50+,Blackpool,Number of previous offences
798,2015,Qtr 3,September,1,50+,50+,Blackpool,offenders
687,2015,Qtr 3,September,1,50+,50+,Blackpool,reoffences
150,2015,Qtr 3,September,1,50+,50+,Blackpool,reoffenders
79945,2015,Qtr 3,September,1,50+,50+,Lancashire,Number of previous offences
3521,2015,Qtr 3,September,1,50+,50+,Lancashire,offenders
2883,2015,Qtr 3,September,1,50+,50+,Lancashire,reoffences
650,2015,Qtr 3,September,1,50+,50+,Lancashire,reoffenders
9731,2015,Qtr 3,September,1,Female,Female,Blackburn with Darwen,Number of previous offences
876,2015,Qtr 3,September,1,Female,Female,Blackburn with Darwen,offenders
423,2015,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffences
167,2015,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffenders
23205,2015,Qtr 3,September,1,Female,Female,Blackpool,Number of previous offences
1640,2015,Qtr 3,September,1,Female,Female,Blackpool,offenders
1606,2015,Qtr 3,September,1,Female,Female,Blackpool,reoffences
392,2015,Qtr 3,September,1,Female,Female,Blackpool,reoffenders
86153,2015,Qtr 3,September,1,Female,Female,Lancashire,Number of previous offences
6845,2015,Qtr 3,September,1,Female,Female,Lancashire,offenders
6992,2015,Qtr 3,September,1,Female,Female,Lancashire,reoffences
1619,2015,Qtr 3,September,1,Female,Female,Lancashire,reoffenders
125273,2015,Qtr 3,September,1,Male,Male,Blackburn with Darwen,Number of previous offences
4914,2015,Qtr 3,September,1,Male,Male,Blackburn with Darwen,offenders
6914,2015,Qtr 3,September,1,Male,Male,Blackburn with Darwen,reoffences
1684,2015,Qtr 3,September,1,Male,Male,Blackburn with Darwen,reoffenders
173014,2015,Qtr 3,September,1,Male,Male,Blackpool,Number of previous offences
6769,2015,Qtr 3,September,1,Male,Male,Blackpool,offenders
8692,2015,Qtr 3,September,1,Male,Male,Blackpool,reoffences
2256,2015,Qtr 3,September,1,Male,Male,Blackpool,reoffenders
650835,2015,Qtr 3,September,1,Male,Male,Lancashire,Number of previous offences
31031,2015,Qtr 3,September,1,Male,Male,Lancashire,offenders
35418,2015,Qtr 3,September,1,Male,Male,Lancashire,reoffences
9478,2015,Qtr 3,September,1,Male,Male,Lancashire,reoffenders
612,2015,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,Number of previous offences
76,2015,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,offenders
276,2015,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,reoffences
56,2015,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,reoffenders
400,2015,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,Number of previous offences
180,2015,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,offenders
244,2015,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,reoffences
88,2015,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,reoffenders
3621,2015,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,Number of previous offences
896,2015,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,offenders
2702,2015,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,reoffences
488,2015,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,reoffenders
1252,2015,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,Number of previous offences
256,2015,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,offenders
476,2015,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,reoffences
112,2015,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,reoffenders
4680,2015,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,Number of previous offences
600,2015,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,offenders
1504,2015,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,reoffences
280,2015,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,reoffenders
14879,2015,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,Number of previous offences
2602,2015,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,offenders
5335,2015,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,reoffences
1182,2015,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,reoffenders
2526,2016,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,Number of previous offences
489,2016,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,offenders
411,2016,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,reoffences
135,2016,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,reoffenders
6510,2016,Qtr 3,September,1,18-24,18 to 20,Blackpool,Number of previous offences
657,2016,Qtr 3,September,1,18-24,18 to 20,Blackpool,offenders
759,2016,Qtr 3,September,1,18-24,18 to 20,Blackpool,reoffences
231,2016,Qtr 3,September,1,18-24,18 to 20,Blackpool,reoffenders
20382,2016,Qtr 3,September,1,18-24,18 to 20,Lancashire,Number of previous offences
3010,2016,Qtr 3,September,1,18-24,18 to 20,Lancashire,offenders
2838,2016,Qtr 3,September,1,18-24,18 to 20,Lancashire,reoffences
830,2016,Qtr 3,September,1,18-24,18 to 20,Lancashire,reoffenders
9645,2016,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,Number of previous offences
810,2016,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,offenders
780,2016,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,reoffences
240,2016,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,reoffenders
12468,2016,Qtr 3,September,1,18-24,21 to 24,Blackpool,Number of previous offences
993,2016,Qtr 3,September,1,18-24,21 to 24,Blackpool,offenders
999,2016,Qtr 3,September,1,18-24,21 to 24,Blackpool,reoffences
309,2016,Qtr 3,September,1,18-24,21 to 24,Blackpool,reoffenders
51387,2016,Qtr 3,September,1,18-24,21 to 24,Lancashire,Number of previous offences
4570,2016,Qtr 3,September,1,18-24,21 to 24,Lancashire,offenders
4439,2016,Qtr 3,September,1,18-24,21 to 24,Lancashire,reoffences
1227,2016,Qtr 3,September,1,18-24,21 to 24,Lancashire,reoffenders
15918,2016,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,Number of previous offences
990,2016,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,offenders
1071,2016,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,reoffences
297,2016,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,reoffenders
19686,2016,Qtr 3,September,1,25-34,25 to 29,Blackpool,Number of previous offences
1173,2016,Qtr 3,September,1,25-34,25 to 29,Blackpool,offenders
1263,2016,Qtr 3,September,1,25-34,25 to 29,Blackpool,reoffences
342,2016,Qtr 3,September,1,25-34,25 to 29,Blackpool,reoffenders
91692,2016,Qtr 3,September,1,25-34,25 to 29,Lancashire,Number of previous offences
5926,2016,Qtr 3,September,1,25-34,25 to 29,Lancashire,offenders
5416,2016,Qtr 3,September,1,25-34,25 to 29,Lancashire,reoffences
1566,2016,Qtr 3,September,1,25-34,25 to 29,Lancashire,reoffenders
20388,2016,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,Number of previous offences
798,2016,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,offenders
1050,2016,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,reoffences
264,2016,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,reoffenders
27486,2016,Qtr 3,September,1,25-34,30 to 34,Blackpool,Number of previous offences
1143,2016,Qtr 3,September,1,25-34,30 to 34,Blackpool,offenders
1359,2016,Qtr 3,September,1,25-34,30 to 34,Blackpool,reoffences
363,2016,Qtr 3,September,1,25-34,30 to 34,Blackpool,reoffenders
105991,2016,Qtr 3,September,1,25-34,30 to 34,Lancashire,Number of previous offences
4793,2016,Qtr 3,September,1,25-34,30 to 34,Lancashire,offenders
4709,2016,Qtr 3,September,1,25-34,30 to 34,Lancashire,reoffences
1298,2016,Qtr 3,September,1,25-34,30 to 34,Lancashire,reoffenders
20151,2016,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,Number of previous offences
618,2016,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,offenders
783,2016,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,reoffences
210,2016,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,reoffenders
26493,2016,Qtr 3,September,1,35-49,35 to 39,Blackpool,Number of previous offences
816,2016,Qtr 3,September,1,35-49,35 to 39,Blackpool,offenders
867,2016,Qtr 3,September,1,35-49,35 to 39,Blackpool,reoffences
255,2016,Qtr 3,September,1,35-49,35 to 39,Blackpool,reoffenders
108788,2016,Qtr 3,September,1,35-49,35 to 39,Lancashire,Number of previous offences
3463,2016,Qtr 3,September,1,35-49,35 to 39,Lancashire,offenders
4861,2016,Qtr 3,September,1,35-49,35 to 39,Lancashire,reoffences
1103,2016,Qtr 3,September,1,35-49,35 to 39,Lancashire,reoffenders
20328,2016,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,Number of previous offences
513,2016,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,offenders
684,2016,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,reoffences
153,2016,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,reoffenders
24915,2016,Qtr 3,September,1,35-49,40 to 44,Blackpool,Number of previous offences
690,2016,Qtr 3,September,1,35-49,40 to 44,Blackpool,offenders
678,2016,Qtr 3,September,1,35-49,40 to 44,Blackpool,reoffences
195,2016,Qtr 3,September,1,35-49,40 to 44,Blackpool,reoffenders
112104,2016,Qtr 3,September,1,35-49,40 to 44,Lancashire,Number of previous offences
3227,2016,Qtr 3,September,1,35-49,40 to 44,Lancashire,offenders
3682,2016,Qtr 3,September,1,35-49,40 to 44,Lancashire,reoffences
941,2016,Qtr 3,September,1,35-49,40 to 44,Lancashire,reoffenders
16419,2016,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,Number of previous offences
360,2016,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,offenders
435,2016,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,reoffences
105,2016,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,reoffenders
26403,2016,Qtr 3,September,1,35-49,45 to 49,Blackpool,Number of previous offences
711,2016,Qtr 3,September,1,35-49,45 to 49,Blackpool,offenders
1287,2016,Qtr 3,September,1,35-49,45 to 49,Blackpool,reoffences
186,2016,Qtr 3,September,1,35-49,45 to 49,Blackpool,reoffenders
73884,2016,Qtr 3,September,1,35-49,45 to 49,Lancashire,Number of previous offences
2493,2016,Qtr 3,September,1,35-49,45 to 49,Lancashire,offenders
2290,2016,Qtr 3,September,1,35-49,45 to 49,Lancashire,reoffences
496,2016,Qtr 3,September,1,35-49,45 to 49,Lancashire,reoffenders
14619,2016,Qtr 3,September,1,50+,50+,Blackburn with Darwen,Number of previous offences
426,2016,Qtr 3,September,1,50+,50+,Blackburn with Darwen,offenders
375,2016,Qtr 3,September,1,50+,50+,Blackburn with Darwen,reoffences
99,2016,Qtr 3,September,1,50+,50+,Blackburn with Darwen,reoffenders
25500,2016,Qtr 3,September,1,50+,50+,Blackpool,Number of previous offences
849,2016,Qtr 3,September,1,50+,50+,Blackpool,offenders
864,2016,Qtr 3,September,1,50+,50+,Blackpool,reoffences
183,2016,Qtr 3,September,1,50+,50+,Blackpool,reoffenders
80840,2016,Qtr 3,September,1,50+,50+,Lancashire,Number of previous offences
3395,2016,Qtr 3,September,1,50+,50+,Lancashire,offenders
2225,2016,Qtr 3,September,1,50+,50+,Lancashire,reoffences
583,2016,Qtr 3,September,1,50+,50+,Lancashire,reoffenders
6876,2016,Qtr 3,September,1,Female,Female,Blackburn with Darwen,Number of previous offences
726,2016,Qtr 3,September,1,Female,Female,Blackburn with Darwen,offenders
437,2016,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffences
149,2016,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffenders
17925,2016,Qtr 3,September,1,Female,Female,Blackpool,Number of previous offences
1456,2016,Qtr 3,September,1,Female,Female,Blackpool,offenders
1116,2016,Qtr 3,September,1,Female,Female,Blackpool,reoffences
363,2016,Qtr 3,September,1,Female,Female,Blackpool,reoffenders
79064,2016,Qtr 3,September,1,Female,Female,Lancashire,Number of previous offences
6028,2016,Qtr 3,September,1,Female,Female,Lancashire,offenders
5828,2016,Qtr 3,September,1,Female,Female,Lancashire,reoffences
1416,2016,Qtr 3,September,1,Female,Female,Lancashire,reoffenders
