Local Authority,Sex,Statistics,Time period,Indicator Name,Age,Sum of Value
Lancashire,Persons,Lower CI 99.8 limit,2019,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,62.10153
Lancashire,Persons,Lower CI 99.8 limit,2019,Smoking: QOF prevalence,15+ yrs,16.9395254589027
Lancashire,Persons,Lower CI 99.8 limit,2019,"Violent crime - sexual offences per 1,000 population",All ages,2.7644
Lancashire,Persons,Lower CI 99.8 limit,2019,"Violent crime - violence offences per 1,000 population",All ages,36.49099
Lancashire,Persons,Lower CI 99.8 limit,2019-2021,Violent crime - hospital admissions for violence (including sexual violence),All ages,42.34565
Lancashire,Persons,Lower CI 99.8 limit,2020,Mental Health: QOF prevalence,All ages,0.981583825339766
Lancashire,Persons,Lower CI 99.8 limit,2020,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,65.28646
Lancashire,Persons,Lower CI 99.8 limit,2020,Smoking: QOF prevalence,15+ yrs,17.1494690087072
Lancashire,Persons,Lower CI 99.8 limit,2020,"Violent crime - sexual offences per 1,000 population",All ages,2.28002
Lancashire,Persons,Lower CI 99.8 limit,2020,"Violent crime - violence offences per 1,000 population",All ages,31.59854
Lancashire,Persons,Lower CI 99.8 limit,2020-2022,Violent crime - hospital admissions for violence (including sexual violence),All ages,44.05894
Lancashire,Persons,Lower CI 99.8 limit,2021,Mental Health: QOF prevalence,All ages,1.00674052885046
Lancashire,Persons,Lower CI 99.8 limit,2021,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,64.36296
Lancashire,Persons,Lower CI 99.8 limit,2021,Smoking: QOF prevalence,15+ yrs,16.4435938111488
Lancashire,Persons,Lower CI 99.8 limit,2021,"Violent crime - sexual offences per 1,000 population",All ages,1.99108
Lancashire,Persons,Lower CI 99.8 limit,2021,"Violent crime - violence offences per 1,000 population",All ages,29.35998
Lancashire,Persons,Lower CI 99.8 limit,2021-2023,Violent crime - hospital admissions for violence (including sexual violence),All ages,39.4844
Lancashire,Persons,Lower CI 99.8 limit,2022,Mental Health: QOF prevalence,All ages,1.00839986442437
Lancashire,Persons,Lower CI 99.8 limit,2022,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,63.73867
Lancashire,Persons,Lower CI 99.8 limit,2022,Smoking: QOF prevalence,15+ yrs,15.7868258076456
Lancashire,Persons,Lower CI 99.8 limit,2022,"Violent crime - sexual offences per 1,000 population",All ages,2.6271
Lancashire,Persons,Lower CI 99.8 limit,2022,"Violent crime - violence offences per 1,000 population",All ages,33.4051
Lancashire,Persons,Lower CI 99.8 limit,2022-2024,Violent crime - hospital admissions for violence (including sexual violence),All ages,37.39555
Lancashire,Persons,Lower CI 99.8 limit,2023,Mental Health: QOF prevalence,All ages,1.06542385889905
Lancashire,Persons,Lower CI 99.8 limit,2023,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,63.61809
Lancashire,Persons,Lower CI 99.8 limit,2023,Smoking: QOF prevalence,15+ yrs,15.0373956503276
Lancashire,Persons,Lower CI 99.8 limit,2023,"Violent crime - sexual offences per 1,000 population",All ages,2.41328
Lancashire,Persons,Lower CI 99.8 limit,2023,"Violent crime - violence offences per 1,000 population",All ages,30.87795
Lancashire,Persons,Lower CI 99.8 limit,2023-2025,Violent crime - hospital admissions for violence (including sexual violence),All ages,30.76353
Lancashire,Persons,Lower CI 99.8 limit,2024,Mental Health: QOF prevalence,All ages,1.02066828158907
Lancashire,Persons,Lower CI 99.8 limit,2024,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,64.24646
Lancashire,Persons,Lower CI 99.8 limit,2024,Smoking: QOF prevalence,15+ yrs,14.4437706630934
Lancashire,Persons,Lower CI 99.8 limit,2024,"Violent crime - sexual offences per 1,000 population",All ages,2.43157
Lancashire,Persons,Lower CI 99.8 limit,2024,"Violent crime - violence offences per 1,000 population",All ages,29.49144
Lancashire,Persons,Lower CI 99.8 limit,2025,Mental Health: QOF prevalence,All ages,1.093736983
Lancashire,Persons,Lower CI 99.8 limit,2025,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,66.62757
Lancashire,Persons,Lower CI 99.8 limit,2025,Smoking: QOF prevalence,15+ yrs,13.7472229784876
Lancashire,Persons,Lower CI 99.8 limit,2025,"Violent crime - sexual offences per 1,000 population",All ages,2.7489
Lancashire,Persons,Lower CI 99.8 limit,2025,"Violent crime - violence offences per 1,000 population",All ages,28.94938
Lancashire,Persons,Upper CI 95.0 limit,2010-2012,Violent crime - hospital admissions for violence (including sexual violence),All ages,75.89334
Lancashire,Persons,Upper CI 95.0 limit,2011-2013,Violent crime - hospital admissions for violence (including sexual violence),All ages,69.7301
Lancashire,Persons,Upper CI 95.0 limit,2012-2014,Violent crime - hospital admissions for violence (including sexual violence),All ages,65.10095
Lancashire,Persons,Upper CI 95.0 limit,2013,Mental Health: QOF prevalence,All ages,0.88507567837058
Lancashire,Persons,Upper CI 95.0 limit,2013-2015,Violent crime - hospital admissions for violence (including sexual violence),All ages,60.73793
Lancashire,Persons,Upper CI 95.0 limit,2014,Mental Health: QOF prevalence,All ages,0.9056564001723
Lancashire,Persons,Upper CI 95.0 limit,2014,Smoking: QOF prevalence,15+ yrs,20.4189312313206
Lancashire,Persons,Upper CI 95.0 limit,2014-2016,Violent crime - hospital admissions for violence (including sexual violence),All ages,57.1154
Lancashire,Persons,Upper CI 95.0 limit,2015,Mental Health: QOF prevalence,All ages,0.94161246879552
Lancashire,Persons,Upper CI 95.0 limit,2015,Smoking: QOF prevalence,15+ yrs,19.7953485189395
Lancashire,Persons,Upper CI 95.0 limit,2015-2017,Violent crime - hospital admissions for violence (including sexual violence),All ages,51.81134
Lancashire,Persons,Upper CI 95.0 limit,2016,Mental Health: QOF prevalence,All ages,0.975987274333008
Lancashire,Persons,Upper CI 95.0 limit,2016,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,65.20412
Lancashire,Persons,Upper CI 95.0 limit,2016,Smoking: QOF prevalence,15+ yrs,19.207614542988
Lancashire,Persons,Upper CI 95.0 limit,2016,"Violent crime - sexual offences per 1,000 population",All ages,1.48041
Lancashire,Persons,Upper CI 95.0 limit,2016,"Violent crime - violence offences per 1,000 population",All ages,15.34019
Lancashire,Persons,Upper CI 95.0 limit,2016-2018,Violent crime - hospital admissions for violence (including sexual violence),All ages,47.62291
Lancashire,Persons,Upper CI 95.0 limit,2017,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,264.4
Lancashire,Persons,Upper CI 95.0 limit,2017,Mental Health: QOF prevalence,All ages,1.01270491520849
Lancashire,Persons,Upper CI 95.0 limit,2017,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,65.64103
Lancashire,Persons,Upper CI 95.0 limit,2017,Smoking: QOF prevalence,15+ yrs,18.7915907003217
Lancashire,Persons,Upper CI 95.0 limit,2017,"Violent crime - sexual offences per 1,000 population",All ages,1.78466
Lancashire,Persons,Upper CI 95.0 limit,2017,"Violent crime - violence offences per 1,000 population",All ages,17.9773
Lancashire,Persons,Upper CI 95.0 limit,2017-2019,Violent crime - hospital admissions for violence (including sexual violence),All ages,46.54058
Lancashire,Persons,Upper CI 95.0 limit,2018,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,305.4
Lancashire,Persons,Upper CI 95.0 limit,2018,Mental Health: QOF prevalence,All ages,1.03738428105297
Lancashire,Persons,Upper CI 95.0 limit,2018,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,65.81081
Lancashire,Persons,Upper CI 95.0 limit,2018,Smoking: QOF prevalence,15+ yrs,18.0645003380329
Lancashire,Persons,Upper CI 95.0 limit,2018,"Violent crime - sexual offences per 1,000 population",All ages,2.37041
Lancashire,Persons,Upper CI 95.0 limit,2018,"Violent crime - violence offences per 1,000 population",All ages,24.00319
Lancashire,Persons,Upper CI 95.0 limit,2018-2020,Violent crime - hospital admissions for violence (including sexual violence),All ages,49.53508
Lancashire,Persons,Upper CI 95.0 limit,2019,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,309.5
Lancashire,Persons,Upper CI 95.0 limit,2019,Mental Health: QOF prevalence,All ages,1.03640479970409
Lancashire,Persons,Upper CI 95.0 limit,2019,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,65.48603
Lancashire,Persons,Upper CI 95.0 limit,2019,Smoking: QOF prevalence,15+ yrs,17.1247475213038
Lancashire,Persons,Upper CI 95.0 limit,2019,"Violent crime - sexual offences per 1,000 population",All ages,3.01229
Lancashire,Persons,Upper CI 95.0 limit,2019,"Violent crime - violence offences per 1,000 population",All ages,37.37652
Lancashire,Persons,Upper CI 95.0 limit,2019-2021,Violent crime - hospital admissions for violence (including sexual violence),All ages,48.09499
Lancashire,Persons,Upper CI 95.0 limit,2020,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,308.5
Lancashire,Persons,Upper CI 95.0 limit,2020,Mental Health: QOF prevalence,All ages,1.02681050128366
Lancashire,Persons,Upper CI 95.0 limit,2020,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,68.52433
Lancashire,Persons,Upper CI 95.0 limit,2020,Smoking: QOF prevalence,15+ yrs,17.3379458293014
Lancashire,Persons,Upper CI 95.0 limit,2020,"Violent crime - sexual offences per 1,000 population",All ages,2.50507
Lancashire,Persons,Upper CI 95.0 limit,2020,"Violent crime - violence offences per 1,000 population",All ages,32.42079
Lancashire,Persons,Upper CI 95.0 limit,2020-2022,Violent crime - hospital admissions for violence (including sexual violence),All ages,49.90538
Lancashire,Persons,Upper CI 95.0 limit,2021,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,307.2
Lancashire,Persons,Upper CI 95.0 limit,2021,Mental Health: QOF prevalence,All ages,1.05219502270992
Lancashire,Persons,Upper CI 95.0 limit,2021,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,67.6883
Lancashire,Persons,Upper CI 95.0 limit,2021,Smoking: QOF prevalence,15+ yrs,16.6273482568269
Lancashire,Persons,Upper CI 95.0 limit,2021,"Violent crime - sexual offences per 1,000 population",All ages,2.20098
Lancashire,Persons,Upper CI 95.0 limit,2021,"Violent crime - violence offences per 1,000 population",All ages,30.14993
Lancashire,Persons,Upper CI 95.0 limit,2021-2023,Violent crime - hospital admissions for violence (including sexual violence),All ages,45.00389
Lancashire,Persons,Upper CI 95.0 limit,2022,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,319.9
Lancashire,Persons,Upper CI 95.0 limit,2022,Mental Health: QOF prevalence,All ages,1.05362239634089
Lancashire,Persons,Upper CI 95.0 limit,2022,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,67.05528
Lancashire,Persons,Upper CI 95.0 limit,2022,Smoking: QOF prevalence,15+ yrs,15.9663294297189
Lancashire,Persons,Upper CI 95.0 limit,2022,"Violent crime - sexual offences per 1,000 population",All ages,2.8667
Lancashire,Persons,Upper CI 95.0 limit,2022,"Violent crime - violence offences per 1,000 population",All ages,34.24501
Lancashire,Persons,Upper CI 95.0 limit,2022-2024,Violent crime - hospital admissions for violence (including sexual violence),All ages,42.73165
Lancashire,Persons,Upper CI 95.0 limit,2023,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,360.5
Lancashire,Persons,Upper CI 95.0 limit,2023,Mental Health: QOF prevalence,All ages,1.1115986206344
Lancashire,Persons,Upper CI 95.0 limit,2023,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,67.03518
Lancashire,Persons,Upper CI 95.0 limit,2023,Smoking: QOF prevalence,15+ yrs,15.2121684354024
Lancashire,Persons,Upper CI 95.0 limit,2023,"Violent crime - sexual offences per 1,000 population",All ages,2.642
Lancashire,Persons,Upper CI 95.0 limit,2023,"Violent crime - violence offences per 1,000 population",All ages,31.68169
Lancashire,Persons,Upper CI 95.0 limit,2023-2025,Violent crime - hospital admissions for violence (including sexual violence),All ages,35.5851
Lancashire,Persons,Upper CI 95.0 limit,2024,Mental Health: QOF prevalence,All ages,1.06562850868976
Lancashire,Persons,Upper CI 95.0 limit,2024,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,67.43907
Lancashire,Persons,Upper CI 95.0 limit,2024,Smoking: QOF prevalence,15+ yrs,14.6146215969283
Lancashire,Persons,Upper CI 95.0 limit,2024,"Violent crime - sexual offences per 1,000 population",All ages,2.6593
Lancashire,Persons,Upper CI 95.0 limit,2024,"Violent crime - violence offences per 1,000 population",All ages,30.27088
Lancashire,Persons,Upper CI 95.0 limit,2025,Mental Health: QOF prevalence,All ages,1.140007945
Lancashire,Persons,Upper CI 95.0 limit,2025,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,69.89247
Lancashire,Persons,Upper CI 95.0 limit,2025,Smoking: QOF prevalence,15+ yrs,13.9134862791527
Lancashire,Persons,Upper CI 95.0 limit,2025,"Violent crime - sexual offences per 1,000 population",All ages,2.9888
Lancashire,Persons,Upper CI 95.0 limit,2025,"Violent crime - violence offences per 1,000 population",All ages,29.71574
Lancashire,Persons,Upper CI 99.8 limit,2011-2013,Violent crime - hospital admissions for violence (including sexual violence),All ages,71.34051
