Region name,Transaction,Year,Sum of Value
Blackpool,Gross Disposable Income,2010,1840
Blackpool,Gross Disposable Income,2011,1897
Blackpool,Gross Disposable Income,2012,1906
Blackpool,Gross Disposable Income,2013,1950
Blackpool,Gross Disposable Income,2014,1992
Blackpool,Gross Disposable Income,2015,2060
Blackpool,Gross Disposable Income,2016,2115
Blackpool,Gross Disposable Income,2017,2183
Blackpool,Gross Disposable Income,2018,2220
Blackpool,Gross Disposable Income,2019,2304
Blackpool,Gross Disposable Income,2020,2315
Blackpool,Gross Disposable Income,2021,2354
Blackpool,Gross Disposable Income,2022,2467
Blackpool,Imputed social contributions/Social benefits received,1997,408
Blackpool,Imputed social contributions/Social benefits received,1998,408
Blackpool,Imputed social contributions/Social benefits received,1999,418
Blackpool,Imputed social contributions/Social benefits received,2000,459
Blackpool,Imputed social contributions/Social benefits received,2001,491
Blackpool,Imputed social contributions/Social benefits received,2002,494
Blackpool,Imputed social contributions/Social benefits received,2003,520
Blackpool,Imputed social contributions/Social benefits received,2004,545
Blackpool,Imputed social contributions/Social benefits received,2005,565
Blackpool,Imputed social contributions/Social benefits received,2006,579
Blackpool,Imputed social contributions/Social benefits received,2007,618
Blackpool,Imputed social contributions/Social benefits received,2008,669
Blackpool,Imputed social contributions/Social benefits received,2009,739
Blackpool,Imputed social contributions/Social benefits received,2010,771
Blackpool,Imputed social contributions/Social benefits received,2011,777
Blackpool,Imputed social contributions/Social benefits received,2012,803
Blackpool,Imputed social contributions/Social benefits received,2013,814
Blackpool,Imputed social contributions/Social benefits received,2014,805
Blackpool,Imputed social contributions/Social benefits received,2015,820
Blackpool,Imputed social contributions/Social benefits received,2016,815
Blackpool,Imputed social contributions/Social benefits received,2017,818
Blackpool,Imputed social contributions/Social benefits received,2018,836
Blackpool,Imputed social contributions/Social benefits received,2019,865
Blackpool,Imputed social contributions/Social benefits received,2020,915
Blackpool,Imputed social contributions/Social benefits received,2021,915
Blackpool,Imputed social contributions/Social benefits received,2022,938
Blackpool,Mixed income,1997,149
Blackpool,Mixed income,1998,143
Blackpool,Mixed income,1999,136
Blackpool,Mixed income,2000,148
Blackpool,Mixed income,2001,148
Blackpool,Mixed income,2002,151
Blackpool,Mixed income,2003,146
Blackpool,Mixed income,2004,147
Blackpool,Mixed income,2005,151
Blackpool,Mixed income,2006,155
Blackpool,Mixed income,2007,153
Blackpool,Mixed income,2008,152
Blackpool,Mixed income,2009,158
Blackpool,Mixed income,2010,167
Blackpool,Mixed income,2011,171
Blackpool,Mixed income,2012,170
Blackpool,Mixed income,2013,176
Blackpool,Mixed income,2014,183
Blackpool,Mixed income,2015,191
Blackpool,Mixed income,2016,198
Blackpool,Mixed income,2017,219
Blackpool,Mixed income,2018,223
Blackpool,Mixed income,2019,238
Blackpool,Mixed income,2020,236
Blackpool,Mixed income,2021,238
Blackpool,Mixed income,2022,239
Blackpool,Operating surplus,1997,224
Blackpool,Operating surplus,1998,231
Blackpool,Operating surplus,1999,235
Blackpool,Operating surplus,2000,239
Blackpool,Operating surplus,2001,230
Blackpool,Operating surplus,2002,235
Blackpool,Operating surplus,2003,244
Blackpool,Operating surplus,2004,251
Blackpool,Operating surplus,2005,265
Blackpool,Operating surplus,2006,279
Blackpool,Operating surplus,2007,272
Blackpool,Operating surplus,2008,278
Blackpool,Operating surplus,2009,234
Blackpool,Operating surplus,2010,220
Blackpool,Operating surplus,2011,209
Blackpool,Operating surplus,2012,204
Blackpool,Operating surplus,2013,205
Blackpool,Operating surplus,2014,219
Blackpool,Operating surplus,2015,226
Blackpool,Operating surplus,2016,238
Blackpool,Operating surplus,2017,245
Blackpool,Operating surplus,2018,245
Blackpool,Operating surplus,2019,254
Blackpool,Operating surplus,2020,243
Blackpool,Operating surplus,2021,249
Blackpool,Operating surplus,2022,281
Blackpool,"Other current transfers, paid",1997,34
Blackpool,"Other current transfers, paid",1998,32
Blackpool,"Other current transfers, paid",1999,33
Blackpool,"Other current transfers, paid",2000,32
Blackpool,"Other current transfers, paid",2001,46
Blackpool,"Other current transfers, paid",2002,47
Blackpool,"Other current transfers, paid",2003,52
Blackpool,"Other current transfers, paid",2004,57
Blackpool,"Other current transfers, paid",2005,62
Blackpool,"Other current transfers, paid",2006,48
Blackpool,"Other current transfers, paid",2007,64
Blackpool,"Other current transfers, paid",2008,64
Blackpool,"Other current transfers, paid",2009,61
Blackpool,"Other current transfers, paid",2010,62
Blackpool,"Other current transfers, paid",2011,70
Blackpool,"Other current transfers, paid",2012,74
Blackpool,"Other current transfers, paid",2013,74
Blackpool,"Other current transfers, paid",2014,78
Blackpool,"Other current transfers, paid",2015,74
Blackpool,"Other current transfers, paid",2016,76
Blackpool,"Other current transfers, paid",2017,76
Blackpool,"Other current transfers, paid",2018,78
Blackpool,"Other current transfers, paid",2019,78
Blackpool,"Other current transfers, paid",2020,79
Blackpool,"Other current transfers, paid",2021,77
Blackpool,"Other current transfers, paid",2022,79
Blackpool,"Other current transfers, received",1997,25
Blackpool,"Other current transfers, received",1998,23
Blackpool,"Other current transfers, received",1999,24
Blackpool,"Other current transfers, received",2000,22
Blackpool,"Other current transfers, received",2001,36
Blackpool,"Other current transfers, received",2002,33
Blackpool,"Other current transfers, received",2003,36
Blackpool,"Other current transfers, received",2004,38
Blackpool,"Other current transfers, received",2005,43
Blackpool,"Other current transfers, received",2006,28
Blackpool,"Other current transfers, received",2007,45
Blackpool,"Other current transfers, received",2008,42
Blackpool,"Other current transfers, received",2009,35
Blackpool,"Other current transfers, received",2010,31
Blackpool,"Other current transfers, received",2011,44
Blackpool,"Other current transfers, received",2012,54
Blackpool,"Other current transfers, received",2013,49
Blackpool,"Other current transfers, received",2014,55
Blackpool,"Other current transfers, received",2015,51
Blackpool,"Other current transfers, received",2016,50
Blackpool,"Other current transfers, received",2017,51
Blackpool,"Other current transfers, received",2018,54
Blackpool,"Other current transfers, received",2019,52
Blackpool,"Other current transfers, received",2020,52
Blackpool,"Other current transfers, received",2021,41
Blackpool,"Other current transfers, received",2022,59
Blackpool,Primary resources total,1997,1550
Blackpool,Primary resources total,1998,1579
Blackpool,Primary resources total,1999,1540
Blackpool,Primary resources total,2000,1689
Blackpool,Primary resources total,2001,1718
Blackpool,Primary resources total,2002,1727
Blackpool,Primary resources total,2003,1668
Blackpool,Primary resources total,2004,1700
Blackpool,Primary resources total,2005,1745
Blackpool,Primary resources total,2006,1787
Blackpool,Primary resources total,2007,1930
Blackpool,Primary resources total,2008,1989
Blackpool,Primary resources total,2009,1864
Blackpool,Primary resources total,2010,1901
Blackpool,Primary resources total,2011,1940
Blackpool,Primary resources total,2012,1857
Blackpool,Primary resources total,2013,1876
Blackpool,Primary resources total,2014,1907
Blackpool,Primary resources total,2015,2011
Blackpool,Primary resources total,2016,2070
Blackpool,Primary resources total,2017,2165
Blackpool,Primary resources total,2018,2217
Blackpool,Primary resources total,2019,2292
Blackpool,Primary resources total,2020,2224
Blackpool,Primary resources total,2021,2350
Blackpool,Primary resources total,2022,2563
Blackpool,Primary uses total,1997,77
Blackpool,Primary uses total,1998,85
Blackpool,Primary uses total,1999,77
Blackpool,Primary uses total,2000,91
Blackpool,Primary uses total,2001,82
Blackpool,Primary uses total,2002,77
Blackpool,Primary uses total,2003,82
Blackpool,Primary uses total,2004,107
Blackpool,Primary uses total,2005,121
Blackpool,Primary uses total,2006,125
Blackpool,Primary uses total,2007,155
Blackpool,Primary uses total,2008,188
Blackpool,Primary uses total,2009,63
Blackpool,Primary uses total,2010,41
Blackpool,Primary uses total,2011,44
Blackpool,Primary uses total,2012,39
Blackpool,Primary uses total,2013,32
Blackpool,Primary uses total,2014,39
Blackpool,Primary uses total,2015,44
Blackpool,Primary uses total,2016,48
Blackpool,Primary uses total,2017,39
Blackpool,Primary uses total,2018,47
Blackpool,Primary uses total,2019,41
Blackpool,Primary uses total,2020,27
Blackpool,Primary uses total,2021,31
Blackpool,Primary uses total,2022,62
Blackpool,"Property income, paid",1997,77
Blackpool,"Property income, paid",1998,85
Blackpool,"Property income, paid",1999,77
Blackpool,"Property income, paid",2000,91
Blackpool,"Property income, paid",2001,82
Blackpool,"Property income, paid",2002,77
Blackpool,"Property income, paid",2003,82
Blackpool,"Property income, paid",2004,107
Blackpool,"Property income, paid",2005,121
Blackpool,"Property income, paid",2006,125
Blackpool,"Property income, paid",2007,155
Blackpool,"Property income, paid",2008,188
Blackpool,"Property income, paid",2009,63
Blackpool,"Property income, paid",2010,41
Blackpool,"Property income, paid",2011,44
Blackpool,"Property income, paid",2012,39
Blackpool,"Property income, paid",2013,32
Blackpool,"Property income, paid",2014,39
Blackpool,"Property income, paid",2015,44
Blackpool,"Property income, paid",2016,48
Blackpool,"Property income, paid",2017,39
Blackpool,"Property income, paid",2018,47
Blackpool,"Property income, paid",2019,41
Blackpool,"Property income, paid",2020,27
Blackpool,"Property income, paid",2021,31
Blackpool,"Property income, paid",2022,62
Blackpool,"Property income, received",1997,347
Blackpool,"Property income, received",1998,342
Blackpool,"Property income, received",1999,271
Blackpool,"Property income, received",2000,370
Blackpool,"Property income, received",2001,354
Blackpool,"Property income, received",2002,346
Blackpool,"Property income, received",2003,308
Blackpool,"Property income, received",2004,303
Blackpool,"Property income, received",2005,305
Blackpool,"Property income, received",2006,284
Blackpool,"Property income, received",2007,353
Blackpool,"Property income, received",2008,371
Blackpool,"Property income, received",2009,304
Blackpool,"Property income, received",2010,330
Blackpool,"Property income, received",2011,292
Blackpool,"Property income, received",2012,267
Blackpool,"Property income, received",2013,291
Blackpool,"Property income, received",2014,269
Blackpool,"Property income, received",2015,300
Blackpool,"Property income, received",2016,277
Blackpool,"Property income, received",2017,274
Blackpool,"Property income, received",2018,258
Blackpool,"Property income, received",2019,250
Blackpool,"Property income, received",2020,193
Blackpool,"Property income, received",2021,230
Blackpool,"Property income, received",2022,313
Blackpool,Secondary resources total,1997,433
Blackpool,Secondary resources total,1998,431
Blackpool,Secondary resources total,1999,442
Blackpool,Secondary resources total,2000,481
Blackpool,Secondary resources total,2001,527
Blackpool,Secondary resources total,2002,528
Blackpool,Secondary resources total,2003,556
Blackpool,Secondary resources total,2004,584
Blackpool,Secondary resources total,2005,608
Blackpool,Secondary resources total,2006,608
Blackpool,Secondary resources total,2007,664
Blackpool,Secondary resources total,2008,711
Blackpool,Secondary resources total,2009,774
Blackpool,Secondary resources total,2010,802
Blackpool,Secondary resources total,2011,821
Blackpool,Secondary resources total,2012,857
Blackpool,Secondary resources total,2013,863
Blackpool,Secondary resources total,2014,861
Blackpool,Secondary resources total,2015,871
Blackpool,Secondary resources total,2016,865
Blackpool,Secondary resources total,2017,869
Blackpool,Secondary resources total,2018,890
Blackpool,Secondary resources total,2019,918
Blackpool,Secondary resources total,2020,967
Blackpool,Secondary resources total,2021,956
Blackpool,Secondary resources total,2022,997
Blackpool,Secondary uses total,1997,528
Blackpool,Secondary uses total,1998,543
Blackpool,Secondary uses total,1999,507
Blackpool,Secondary uses total,2000,583
Blackpool,Secondary uses total,2001,653
Blackpool,Secondary uses total,2002,649
Blackpool,Secondary uses total,2003,627
Blackpool,Secondary uses total,2004,625
Blackpool,Secondary uses total,2005,653
Blackpool,Secondary uses total,2006,653
Blackpool,Secondary uses total,2007,747
Blackpool,Secondary uses total,2008,789
Blackpool,Secondary uses total,2009,772
Blackpool,Secondary uses total,2010,822
