Local Authority,Statistics,Sex,Pay Type,Attribute,Sum of Value
Great Britain,Mean,Male,Weekly pay - gross,Value,12108.7
Hyndburn,Mean,Male,Weekly pay - gross,Confidence,131.6
Hyndburn,Mean,Male,Weekly pay - gross,Value,9866.1
Lancaster,Mean,Male,Weekly pay - gross,Confidence,99.8
Lancaster,Mean,Male,Weekly pay - gross,Value,10729.1
North West,Mean,Male,Weekly pay - gross,Confidence,16.9
North West,Mean,Male,Weekly pay - gross,Value,11069.6
Pendle,Mean,Male,Weekly pay - gross,Confidence,133.7
Pendle,Mean,Male,Weekly pay - gross,Value,9872.2
Preston,Mean,Male,Weekly pay - gross,Confidence,112.1
Preston,Mean,Male,Weekly pay - gross,Value,10199.5
Ribble Valley,Mean,Male,Weekly pay - gross,Confidence,155.8
Ribble Valley,Mean,Male,Weekly pay - gross,Value,13378.7
Rossendale,Mean,Male,Weekly pay - gross,Confidence,146.4
Rossendale,Mean,Male,Weekly pay - gross,Value,10440.2
South Ribble,Mean,Male,Weekly pay - gross,Confidence,134.7
South Ribble,Mean,Male,Weekly pay - gross,Value,11579.7
West Lancashire,Mean,Male,Weekly pay - gross,Confidence,115.4
West Lancashire,Mean,Male,Weekly pay - gross,Value,11211.4
Wyre,Mean,Male,Weekly pay - gross,Confidence,136.2
Wyre,Mean,Male,Weekly pay - gross,Value,10305.3
Blackburn with Darwen,Mean,Part Time Workers,Annual pay - gross,Confidence,174.2
Blackburn with Darwen,Mean,Part Time Workers,Annual pay - gross,Value,202341
Blackpool,Mean,Part Time Workers,Annual pay - gross,Confidence,140
Blackpool,Mean,Part Time Workers,Annual pay - gross,Value,180400
Burnley,Mean,Part Time Workers,Annual pay - gross,Confidence,200.1
Burnley,Mean,Part Time Workers,Annual pay - gross,Value,186947
Chorley,Mean,Part Time Workers,Annual pay - gross,Confidence,209.6
Chorley,Mean,Part Time Workers,Annual pay - gross,Value,231521
Fylde,Mean,Part Time Workers,Annual pay - gross,Confidence,204
Fylde,Mean,Part Time Workers,Annual pay - gross,Value,178492
Great Britain,Mean,Part Time Workers,Annual pay - gross,Confidence,15.1
Great Britain,Mean,Part Time Workers,Annual pay - gross,Value,232285
Hyndburn,Mean,Part Time Workers,Annual pay - gross,Confidence,197.4
Hyndburn,Mean,Part Time Workers,Annual pay - gross,Value,184158
Lancaster,Mean,Part Time Workers,Annual pay - gross,Confidence,202.9
Lancaster,Mean,Part Time Workers,Annual pay - gross,Value,217213
North West,Mean,Part Time Workers,Annual pay - gross,Confidence,40.6
North West,Mean,Part Time Workers,Annual pay - gross,Value,226983
Pendle,Mean,Part Time Workers,Annual pay - gross,Confidence,173.7
Pendle,Mean,Part Time Workers,Annual pay - gross,Value,176145
Preston,Mean,Part Time Workers,Annual pay - gross,Confidence,175.4
Preston,Mean,Part Time Workers,Annual pay - gross,Value,187119
Ribble Valley,Mean,Part Time Workers,Annual pay - gross,Confidence,211
Ribble Valley,Mean,Part Time Workers,Annual pay - gross,Value,173384
Rossendale,Mean,Part Time Workers,Annual pay - gross,Confidence,141
Rossendale,Mean,Part Time Workers,Annual pay - gross,Value,112581
South Ribble,Mean,Part Time Workers,Annual pay - gross,Confidence,202.4
South Ribble,Mean,Part Time Workers,Annual pay - gross,Value,202960
West Lancashire,Mean,Part Time Workers,Annual pay - gross,Confidence,174.4
West Lancashire,Mean,Part Time Workers,Annual pay - gross,Value,174558
Wyre,Mean,Part Time Workers,Annual pay - gross,Confidence,213
Wyre,Mean,Part Time Workers,Annual pay - gross,Value,186372
Blackburn with Darwen,Mean,Part Time Workers,Hourly pay - gross,Confidence,106.7
Blackburn with Darwen,Mean,Part Time Workers,Hourly pay - gross,Value,197.67
Blackpool,Mean,Part Time Workers,Hourly pay - gross,Confidence,80.8
Blackpool,Mean,Part Time Workers,Hourly pay - gross,Value,181.21
Burnley,Mean,Part Time Workers,Hourly pay - gross,Confidence,143.5
Burnley,Mean,Part Time Workers,Hourly pay - gross,Value,198.55
Chorley,Mean,Part Time Workers,Hourly pay - gross,Confidence,118.1
Chorley,Mean,Part Time Workers,Hourly pay - gross,Value,227.54
Fylde,Mean,Part Time Workers,Hourly pay - gross,Confidence,139.2
Fylde,Mean,Part Time Workers,Hourly pay - gross,Value,188.42
Great Britain,Mean,Part Time Workers,Hourly pay - gross,Confidence,8
Great Britain,Mean,Part Time Workers,Hourly pay - gross,Value,231.16
Hyndburn,Mean,Part Time Workers,Hourly pay - gross,Confidence,143.3
Hyndburn,Mean,Part Time Workers,Hourly pay - gross,Value,194.4
Lancaster,Mean,Part Time Workers,Hourly pay - gross,Confidence,125.7
Lancaster,Mean,Part Time Workers,Hourly pay - gross,Value,221.91
North West,Mean,Part Time Workers,Hourly pay - gross,Confidence,24.3
North West,Mean,Part Time Workers,Hourly pay - gross,Value,222.86
Pendle,Mean,Part Time Workers,Hourly pay - gross,Confidence,121
Pendle,Mean,Part Time Workers,Hourly pay - gross,Value,202.52
Preston,Mean,Part Time Workers,Hourly pay - gross,Confidence,129.2
Preston,Mean,Part Time Workers,Hourly pay - gross,Value,210.49
Ribble Valley,Mean,Part Time Workers,Hourly pay - gross,Confidence,243
Ribble Valley,Mean,Part Time Workers,Hourly pay - gross,Value,265.14
Rossendale,Mean,Part Time Workers,Hourly pay - gross,Confidence,206.3
Rossendale,Mean,Part Time Workers,Hourly pay - gross,Value,203.64
South Ribble,Mean,Part Time Workers,Hourly pay - gross,Confidence,139.5
South Ribble,Mean,Part Time Workers,Hourly pay - gross,Value,212.77
West Lancashire,Mean,Part Time Workers,Hourly pay - gross,Confidence,147.7
West Lancashire,Mean,Part Time Workers,Hourly pay - gross,Value,219.68
Wyre,Mean,Part Time Workers,Hourly pay - gross,Confidence,163.9
Wyre,Mean,Part Time Workers,Hourly pay - gross,Value,214.52
Blackburn with Darwen,Mean,Part Time Workers,Weekly pay - gross,Confidence,136.7
Blackburn with Darwen,Mean,Part Time Workers,Weekly pay - gross,Value,3800.5
Blackpool,Mean,Part Time Workers,Weekly pay - gross,Confidence,112.8
Blackpool,Mean,Part Time Workers,Weekly pay - gross,Value,3447.1
Burnley,Mean,Part Time Workers,Weekly pay - gross,Confidence,185.2
Burnley,Mean,Part Time Workers,Weekly pay - gross,Value,3753.9
Chorley,Mean,Part Time Workers,Weekly pay - gross,Confidence,156
Chorley,Mean,Part Time Workers,Weekly pay - gross,Value,4287.9
Fylde,Mean,Part Time Workers,Weekly pay - gross,Confidence,168.7
Fylde,Mean,Part Time Workers,Weekly pay - gross,Value,3456.2
Great Britain,Mean,Part Time Workers,Weekly pay - gross,Confidence,8.8
Great Britain,Mean,Part Time Workers,Weekly pay - gross,Value,4214.5
Hyndburn,Mean,Part Time Workers,Weekly pay - gross,Confidence,188.7
Hyndburn,Mean,Part Time Workers,Weekly pay - gross,Value,3727.5
Lancaster,Mean,Part Time Workers,Weekly pay - gross,Confidence,155.3
Lancaster,Mean,Part Time Workers,Weekly pay - gross,Value,4090.4
North West,Mean,Part Time Workers,Weekly pay - gross,Confidence,27.7
North West,Mean,Part Time Workers,Weekly pay - gross,Value,4137
Pendle,Mean,Part Time Workers,Weekly pay - gross,Confidence,162
Pendle,Mean,Part Time Workers,Weekly pay - gross,Value,3789
Preston,Mean,Part Time Workers,Weekly pay - gross,Confidence,156.6
Preston,Mean,Part Time Workers,Weekly pay - gross,Value,3814.5
Ribble Valley,Mean,Part Time Workers,Weekly pay - gross,Confidence,270
Ribble Valley,Mean,Part Time Workers,Weekly pay - gross,Value,4495.5
Rossendale,Mean,Part Time Workers,Weekly pay - gross,Confidence,207
Rossendale,Mean,Part Time Workers,Weekly pay - gross,Value,3325.3
South Ribble,Mean,Part Time Workers,Weekly pay - gross,Confidence,170.9
South Ribble,Mean,Part Time Workers,Weekly pay - gross,Value,3922.3
West Lancashire,Mean,Part Time Workers,Weekly pay - gross,Confidence,180.7
West Lancashire,Mean,Part Time Workers,Weekly pay - gross,Value,4027.5
Wyre,Mean,Part Time Workers,Weekly pay - gross,Confidence,194.1
Wyre,Mean,Part Time Workers,Weekly pay - gross,Value,3943.4
Blackburn with Darwen,Mean,Total,Annual pay - gross,Confidence,96.5
Blackburn with Darwen,Mean,Total,Annual pay - gross,Value,415655
Blackpool,Mean,Total,Annual pay - gross,Confidence,110.6
Blackpool,Mean,Total,Annual pay - gross,Value,381955
Burnley,Mean,Total,Annual pay - gross,Confidence,134.6
Burnley,Mean,Total,Annual pay - gross,Value,447412
Chorley,Mean,Total,Annual pay - gross,Confidence,118.1
Chorley,Mean,Total,Annual pay - gross,Value,493252
Fylde,Mean,Total,Annual pay - gross,Confidence,152.8
Fylde,Mean,Total,Annual pay - gross,Value,556701
Great Britain,Mean,Total,Annual pay - gross,Confidence,9.4
Great Britain,Mean,Total,Annual pay - gross,Value,545611
Hyndburn,Mean,Total,Annual pay - gross,Confidence,140.8
Hyndburn,Mean,Total,Annual pay - gross,Value,442040
Lancaster,Mean,Total,Annual pay - gross,Confidence,118.6
Lancaster,Mean,Total,Annual pay - gross,Value,489824
North West,Mean,Total,Annual pay - gross,Confidence,18.2
North West,Mean,Total,Annual pay - gross,Value,491837
Pendle,Mean,Total,Annual pay - gross,Confidence,158.5
Pendle,Mean,Total,Annual pay - gross,Value,448212
Preston,Mean,Total,Annual pay - gross,Confidence,127.5
Preston,Mean,Total,Annual pay - gross,Value,453777
Ribble Valley,Mean,Total,Annual pay - gross,Confidence,169.3
Ribble Valley,Mean,Total,Annual pay - gross,Value,575717
Rossendale,Mean,Total,Annual pay - gross,Confidence,153.1
Rossendale,Mean,Total,Annual pay - gross,Value,481228
South Ribble,Mean,Total,Annual pay - gross,Confidence,135.8
South Ribble,Mean,Total,Annual pay - gross,Value,504920
West Lancashire,Mean,Total,Annual pay - gross,Confidence,142
West Lancashire,Mean,Total,Annual pay - gross,Value,514700
Wyre,Mean,Total,Annual pay - gross,Confidence,132.3
Wyre,Mean,Total,Annual pay - gross,Value,469549
Blackburn with Darwen,Mean,Total,Hourly pay - gross,Confidence,61
Blackburn with Darwen,Mean,Total,Hourly pay - gross,Value,243.16
Blackpool,Mean,Total,Hourly pay - gross,Confidence,60.3
Blackpool,Mean,Total,Hourly pay - gross,Value,221.75
Burnley,Mean,Total,Hourly pay - gross,Confidence,76.5
Burnley,Mean,Total,Hourly pay - gross,Value,252.32
Chorley,Mean,Total,Hourly pay - gross,Confidence,65.5
Chorley,Mean,Total,Hourly pay - gross,Value,292.4
Fylde,Mean,Total,Hourly pay - gross,Confidence,95.9
Fylde,Mean,Total,Hourly pay - gross,Value,314.48
Great Britain,Mean,Total,Hourly pay - gross,Confidence,3.9
Great Britain,Mean,Total,Hourly pay - gross,Value,304.75
Hyndburn,Mean,Total,Hourly pay - gross,Confidence,87.1
Hyndburn,Mean,Total,Hourly pay - gross,Value,251.07
Lancaster,Mean,Total,Hourly pay - gross,Confidence,69.6
Lancaster,Mean,Total,Hourly pay - gross,Value,277.76
North West,Mean,Total,Hourly pay - gross,Confidence,11
North West,Mean,Total,Hourly pay - gross,Value,281.46
Pendle,Mean,Total,Hourly pay - gross,Confidence,91.1
Pendle,Mean,Total,Hourly pay - gross,Value,256.74
Preston,Mean,Total,Hourly pay - gross,Confidence,76.2
Preston,Mean,Total,Hourly pay - gross,Value,262.54
Ribble Valley,Mean,Total,Hourly pay - gross,Confidence,106.3
Ribble Valley,Mean,Total,Hourly pay - gross,Value,321.89
Rossendale,Mean,Total,Hourly pay - gross,Confidence,104.7
Rossendale,Mean,Total,Hourly pay - gross,Value,273.6
South Ribble,Mean,Total,Hourly pay - gross,Confidence,87.1
South Ribble,Mean,Total,Hourly pay - gross,Value,281.89
West Lancashire,Mean,Total,Hourly pay - gross,Confidence,75.1
West Lancashire,Mean,Total,Hourly pay - gross,Value,289.7
Wyre,Mean,Total,Hourly pay - gross,Confidence,85.1
Wyre,Mean,Total,Hourly pay - gross,Value,276.1
Blackburn with Darwen,Mean,Total,Weekly pay - gross,Confidence,73.1
Blackburn with Darwen,Mean,Total,Weekly pay - gross,Value,8095.9
Blackpool,Mean,Total,Weekly pay - gross,Confidence,73.5
Blackpool,Mean,Total,Weekly pay - gross,Value,7277.5
Burnley,Mean,Total,Weekly pay - gross,Confidence,87.9
Burnley,Mean,Total,Weekly pay - gross,Value,8609.2
Chorley,Mean,Total,Weekly pay - gross,Confidence,77
Chorley,Mean,Total,Weekly pay - gross,Value,9536.7
Fylde,Mean,Total,Weekly pay - gross,Confidence,110
Fylde,Mean,Total,Weekly pay - gross,Value,10344.2
Great Britain,Mean,Total,Weekly pay - gross,Confidence,3.9
Great Britain,Mean,Total,Weekly pay - gross,Value,10113.1
Hyndburn,Mean,Total,Weekly pay - gross,Confidence,98.5
Hyndburn,Mean,Total,Weekly pay - gross,Value,8505.6
Lancaster,Mean,Total,Weekly pay - gross,Confidence,80.7
Lancaster,Mean,Total,Weekly pay - gross,Value,9090.9
North West,Mean,Total,Weekly pay - gross,Confidence,11.8
North West,Mean,Total,Weekly pay - gross,Value,9332.9
Pendle,Mean,Total,Weekly pay - gross,Confidence,104.1
Pendle,Mean,Total,Weekly pay - gross,Value,8505.3
Preston,Mean,Total,Weekly pay - gross,Confidence,86.9
Preston,Mean,Total,Weekly pay - gross,Value,8593.2
Ribble Valley,Mean,Total,Weekly pay - gross,Confidence,117.2
Ribble Valley,Mean,Total,Weekly pay - gross,Value,10786.2
Rossendale,Mean,Total,Weekly pay - gross,Confidence,115.5
Rossendale,Mean,Total,Weekly pay - gross,Value,9239.1
South Ribble,Mean,Total,Weekly pay - gross,Confidence,95.3
South Ribble,Mean,Total,Weekly pay - gross,Value,9490.1
West Lancashire,Mean,Total,Weekly pay - gross,Confidence,85.5
West Lancashire,Mean,Total,Weekly pay - gross,Value,9573.3
Wyre,Mean,Total,Weekly pay - gross,Confidence,96.2
Wyre,Mean,Total,Weekly pay - gross,Value,8870.9
Blackburn with Darwen,Median,Female,Annual pay - gross,Confidence,193.4
Blackburn with Darwen,Median,Female,Annual pay - gross,Value,267382
Blackpool,Median,Female,Annual pay - gross,Confidence,132
Blackpool,Median,Female,Annual pay - gross,Value,255351
Burnley,Median,Female,Annual pay - gross,Confidence,167
Burnley,Median,Female,Annual pay - gross,Value,260003
Chorley,Median,Female,Annual pay - gross,Confidence,199
Chorley,Median,Female,Annual pay - gross,Value,307240
Fylde,Median,Female,Annual pay - gross,Confidence,187
Fylde,Median,Female,Annual pay - gross,Value,277074
Great Britain,Median,Female,Annual pay - gross,Confidence,7.5
Great Britain,Median,Female,Annual pay - gross,Value,351572
Hyndburn,Median,Female,Annual pay - gross,Confidence,158
Hyndburn,Median,Female,Annual pay - gross,Value,214804
Lancaster,Median,Female,Annual pay - gross,Confidence,184.8
Lancaster,Median,Female,Annual pay - gross,Value,240645
North West,Median,Female,Annual pay - gross,Confidence,32.7
North West,Median,Female,Annual pay - gross,Value,340726
Pendle,Median,Female,Annual pay - gross,Confidence,222
Pendle,Median,Female,Annual pay - gross,Value,275628
Preston,Median,Female,Annual pay - gross,Confidence,226.7
Preston,Median,Female,Annual pay - gross,Value,285134
Ribble Valley,Median,Female,Annual pay - gross,Confidence,262
Ribble Valley,Median,Female,Annual pay - gross,Value,332868
Rossendale,Median,Female,Annual pay - gross,Confidence,233
Rossendale,Median,Female,Annual pay - gross,Value,271732
South Ribble,Median,Female,Annual pay - gross,Confidence,175.6
South Ribble,Median,Female,Annual pay - gross,Value,314264
West Lancashire,Median,Female,Annual pay - gross,Confidence,185.5
West Lancashire,Median,Female,Annual pay - gross,Value,305894
Wyre,Median,Female,Annual pay - gross,Confidence,233
Wyre,Median,Female,Annual pay - gross,Value,317422
Blackburn with Darwen,Median,Female,Hourly pay - gross,Confidence,113.4
Blackburn with Darwen,Median,Female,Hourly pay - gross,Value,178.08
Blackpool,Median,Female,Hourly pay - gross,Confidence,98.5
Blackpool,Median,Female,Hourly pay - gross,Value,175.93
Burnley,Median,Female,Hourly pay - gross,Confidence,150.6
Burnley,Median,Female,Hourly pay - gross,Value,186.67
Chorley,Median,Female,Hourly pay - gross,Confidence,148.8
Chorley,Median,Female,Hourly pay - gross,Value,220.34
Fylde,Median,Female,Hourly pay - gross,Confidence,174.7
Fylde,Median,Female,Hourly pay - gross,Value,210.68
Great Britain,Median,Female,Hourly pay - gross,Confidence,3.7
Great Britain,Median,Female,Hourly pay - gross,Value,212.88
Hyndburn,Median,Female,Hourly pay - gross,Confidence,139.5
Hyndburn,Median,Female,Hourly pay - gross,Value,187.35
Lancaster,Median,Female,Hourly pay - gross,Confidence,134.5
Lancaster,Median,Female,Hourly pay - gross,Value,186.27
North West,Median,Female,Hourly pay - gross,Confidence,16.2
North West,Median,Female,Hourly pay - gross,Value,202.15
Pendle,Median,Female,Hourly pay - gross,Confidence,145
Pendle,Median,Female,Hourly pay - gross,Value,190.01
Preston,Median,Female,Hourly pay - gross,Confidence,118.8
Preston,Median,Female,Hourly pay - gross,Value,188.8
Ribble Valley,Median,Female,Hourly pay - gross,Confidence,216.5
Ribble Valley,Median,Female,Hourly pay - gross,Value,220.34
Rossendale,Median,Female,Hourly pay - gross,Confidence,159.4
Rossendale,Median,Female,Hourly pay - gross,Value,193.97
South Ribble,Median,Female,Hourly pay - gross,Confidence,115.6
South Ribble,Median,Female,Hourly pay - gross,Value,198.06
West Lancashire,Median,Female,Hourly pay - gross,Confidence,153.5
West Lancashire,Median,Female,Hourly pay - gross,Value,211.9
Wyre,Median,Female,Hourly pay - gross,Confidence,147.5
Wyre,Median,Female,Hourly pay - gross,Value,201.14
Blackburn with Darwen,Median,Female,Weekly pay - gross,Confidence,157.1
Blackburn with Darwen,Median,Female,Weekly pay - gross,Value,5903.5
Blackpool,Median,Female,Weekly pay - gross,Confidence,128.7
Blackpool,Median,Female,Weekly pay - gross,Value,5905.7
Burnley,Median,Female,Weekly pay - gross,Confidence,196.8
Burnley,Median,Female,Weekly pay - gross,Value,6349.9
Chorley,Median,Female,Weekly pay - gross,Confidence,181.4
Chorley,Median,Female,Weekly pay - gross,Value,7108
Fylde,Median,Female,Weekly pay - gross,Confidence,201.6
Fylde,Median,Female,Weekly pay - gross,Value,6588.9
Great Britain,Median,Female,Weekly pay - gross,Confidence,5
Great Britain,Median,Female,Weekly pay - gross,Value,6886.7
Hyndburn,Median,Female,Weekly pay - gross,Confidence,192.1
Hyndburn,Median,Female,Weekly pay - gross,Value,6236.9
Lancaster,Median,Female,Weekly pay - gross,Confidence,183
Lancaster,Median,Female,Weekly pay - gross,Value,5895.6
North West,Median,Female,Weekly pay - gross,Confidence,19.6
North West,Median,Female,Weekly pay - gross,Value,6641.9
Pendle,Median,Female,Weekly pay - gross,Confidence,209.8
Pendle,Median,Female,Weekly pay - gross,Value,5988.9
Preston,Median,Female,Weekly pay - gross,Confidence,169.1
Preston,Median,Female,Weekly pay - gross,Value,6007.6
Ribble Valley,Median,Female,Weekly pay - gross,Confidence,214.9
Ribble Valley,Median,Female,Weekly pay - gross,Value,6792.4
Rossendale,Median,Female,Weekly pay - gross,Confidence,223.9
Rossendale,Median,Female,Weekly pay - gross,Value,6784.6
South Ribble,Median,Female,Weekly pay - gross,Confidence,155.1
South Ribble,Median,Female,Weekly pay - gross,Value,6755.5
West Lancashire,Median,Female,Weekly pay - gross,Confidence,182.1
West Lancashire,Median,Female,Weekly pay - gross,Value,6907.6
Wyre,Median,Female,Weekly pay - gross,Confidence,198.9
Wyre,Median,Female,Weekly pay - gross,Value,6332.6
Blackburn with Darwen,Median,Full Time Workers,Annual pay - gross,Confidence,130.4
Blackburn with Darwen,Median,Full Time Workers,Annual pay - gross,Value,441983
Blackpool,Median,Full Time Workers,Annual pay - gross,Confidence,135.3
Blackpool,Median,Full Time Workers,Annual pay - gross,Value,372653
Burnley,Median,Full Time Workers,Annual pay - gross,Confidence,176.2
Burnley,Median,Full Time Workers,Annual pay - gross,Value,453752
Chorley,Median,Full Time Workers,Annual pay - gross,Confidence,161.9
Chorley,Median,Full Time Workers,Annual pay - gross,Value,497457
Fylde,Median,Full Time Workers,Annual pay - gross,Confidence,218.7
Fylde,Median,Full Time Workers,Annual pay - gross,Value,566842
Great Britain,Median,Full Time Workers,Annual pay - gross,Confidence,6.2
Great Britain,Median,Full Time Workers,Annual pay - gross,Value,537353
Hyndburn,Median,Full Time Workers,Annual pay - gross,Confidence,161.8
Hyndburn,Median,Full Time Workers,Annual pay - gross,Value,399326
Lancaster,Median,Full Time Workers,Annual pay - gross,Confidence,166
Lancaster,Median,Full Time Workers,Annual pay - gross,Value,480467
North West,Median,Full Time Workers,Annual pay - gross,Confidence,23.6
North West,Median,Full Time Workers,Annual pay - gross,Value,502085
Pendle,Median,Full Time Workers,Annual pay - gross,Confidence,149.5
Pendle,Median,Full Time Workers,Annual pay - gross,Value,418859
Preston,Median,Full Time Workers,Annual pay - gross,Confidence,162.3
Preston,Median,Full Time Workers,Annual pay - gross,Value,474310
Ribble Valley,Median,Full Time Workers,Annual pay - gross,Confidence,198.5
Ribble Valley,Median,Full Time Workers,Annual pay - gross,Value,489743
Rossendale,Median,Full Time Workers,Annual pay - gross,Confidence,197.7
Rossendale,Median,Full Time Workers,Annual pay - gross,Value,449079
South Ribble,Median,Full Time Workers,Annual pay - gross,Confidence,146.9
South Ribble,Median,Full Time Workers,Annual pay - gross,Value,510265
West Lancashire,Median,Full Time Workers,Annual pay - gross,Confidence,166.6
West Lancashire,Median,Full Time Workers,Annual pay - gross,Value,514415
Wyre,Median,Full Time Workers,Annual pay - gross,Confidence,178.3
Wyre,Median,Full Time Workers,Annual pay - gross,Value,466744
Blackburn with Darwen,Median,Full Time Workers,Hourly pay - gross,Confidence,113.1
Blackburn with Darwen,Median,Full Time Workers,Hourly pay - gross,Value,218.66
Blackpool,Median,Full Time Workers,Hourly pay - gross,Confidence,99.2
Blackpool,Median,Full Time Workers,Hourly pay - gross,Value,200.41
Burnley,Median,Full Time Workers,Hourly pay - gross,Confidence,138.1
Burnley,Median,Full Time Workers,Hourly pay - gross,Value,221.68
Chorley,Median,Full Time Workers,Hourly pay - gross,Confidence,123.6
Chorley,Median,Full Time Workers,Hourly pay - gross,Value,268.76
Fylde,Median,Full Time Workers,Hourly pay - gross,Confidence,164.3
Fylde,Median,Full Time Workers,Hourly pay - gross,Value,284.67
Great Britain,Median,Full Time Workers,Hourly pay - gross,Confidence,3.7
Great Britain,Median,Full Time Workers,Hourly pay - gross,Value,263.43
Hyndburn,Median,Full Time Workers,Hourly pay - gross,Confidence,131
Hyndburn,Median,Full Time Workers,Hourly pay - gross,Value,219.44
Lancaster,Median,Full Time Workers,Hourly pay - gross,Confidence,124.1
Lancaster,Median,Full Time Workers,Hourly pay - gross,Value,246.19
North West,Median,Full Time Workers,Hourly pay - gross,Confidence,15.7
North West,Median,Full Time Workers,Hourly pay - gross,Value,247.63
Pendle,Median,Full Time Workers,Hourly pay - gross,Confidence,118.2
Pendle,Median,Full Time Workers,Hourly pay - gross,Value,220.44
Preston,Median,Full Time Workers,Hourly pay - gross,Confidence,114.6
Preston,Median,Full Time Workers,Hourly pay - gross,Value,231.18
Ribble Valley,Median,Full Time Workers,Hourly pay - gross,Confidence,199.8
Ribble Valley,Median,Full Time Workers,Hourly pay - gross,Value,276.54
Rossendale,Median,Full Time Workers,Hourly pay - gross,Confidence,181.8
Rossendale,Median,Full Time Workers,Hourly pay - gross,Value,225.39
South Ribble,Median,Full Time Workers,Hourly pay - gross,Confidence,123.3
South Ribble,Median,Full Time Workers,Hourly pay - gross,Value,245.68
West Lancashire,Median,Full Time Workers,Hourly pay - gross,Confidence,139.7
West Lancashire,Median,Full Time Workers,Hourly pay - gross,Value,253.67
Wyre,Median,Full Time Workers,Hourly pay - gross,Confidence,155.2
Wyre,Median,Full Time Workers,Hourly pay - gross,Value,242.24
Blackburn with Darwen,Median,Full Time Workers,Weekly pay - gross,Confidence,109.5
Blackburn with Darwen,Median,Full Time Workers,Weekly pay - gross,Value,8634.1
Blackpool,Median,Full Time Workers,Weekly pay - gross,Confidence,95.7
Blackpool,Median,Full Time Workers,Weekly pay - gross,Value,7958.4
Burnley,Median,Full Time Workers,Weekly pay - gross,Confidence,138
Burnley,Median,Full Time Workers,Weekly pay - gross,Value,8793.2
Chorley,Median,Full Time Workers,Weekly pay - gross,Confidence,115.7
Chorley,Median,Full Time Workers,Weekly pay - gross,Value,10251
Fylde,Median,Full Time Workers,Weekly pay - gross,Confidence,159.3
Fylde,Median,Full Time Workers,Weekly pay - gross,Value,10912
Great Britain,Median,Full Time Workers,Weekly pay - gross,Confidence,3.9
Great Britain,Median,Full Time Workers,Weekly pay - gross,Value,10331.1
Hyndburn,Median,Full Time Workers,Weekly pay - gross,Confidence,133.6
Hyndburn,Median,Full Time Workers,Weekly pay - gross,Value,8686.5
Lancaster,Median,Full Time Workers,Weekly pay - gross,Confidence,114.7
Lancaster,Median,Full Time Workers,Weekly pay - gross,Value,9764.4
North West,Median,Full Time Workers,Weekly pay - gross,Confidence,14.7
North West,Median,Full Time Workers,Weekly pay - gross,Value,9698.3
Pendle,Median,Full Time Workers,Weekly pay - gross,Confidence,131.4
Pendle,Median,Full Time Workers,Weekly pay - gross,Value,8663.8
Preston,Median,Full Time Workers,Weekly pay - gross,Confidence,111.5
Preston,Median,Full Time Workers,Weekly pay - gross,Value,9113.7
Ribble Valley,Median,Full Time Workers,Weekly pay - gross,Confidence,181.9
Ribble Valley,Median,Full Time Workers,Weekly pay - gross,Value,10776.7
Rossendale,Median,Full Time Workers,Weekly pay - gross,Confidence,181.1
Rossendale,Median,Full Time Workers,Weekly pay - gross,Value,9075.3
South Ribble,Median,Full Time Workers,Weekly pay - gross,Confidence,111.8
South Ribble,Median,Full Time Workers,Weekly pay - gross,Value,9700.8
West Lancashire,Median,Full Time Workers,Weekly pay - gross,Confidence,135.4
West Lancashire,Median,Full Time Workers,Weekly pay - gross,Value,10009.6
Wyre,Median,Full Time Workers,Weekly pay - gross,Confidence,144.8
Wyre,Median,Full Time Workers,Weekly pay - gross,Value,9411.9
Blackburn with Darwen,Median,Male,Annual pay - gross,Confidence,166.5
Blackburn with Darwen,Median,Male,Annual pay - gross,Value,428778
Blackpool,Median,Male,Annual pay - gross,Confidence,144.7
Blackpool,Median,Male,Annual pay - gross,Value,311992
Burnley,Median,Male,Annual pay - gross,Confidence,180.3
Burnley,Median,Male,Annual pay - gross,Value,422681
Chorley,Median,Male,Annual pay - gross,Confidence,193.5
Chorley,Median,Male,Annual pay - gross,Value,420934
Fylde,Median,Male,Annual pay - gross,Confidence,241
Fylde,Median,Male,Annual pay - gross,Value,565935
Great Britain,Median,Male,Annual pay - gross,Confidence,6.7
Great Britain,Median,Male,Annual pay - gross,Value,539670
Hyndburn,Median,Male,Annual pay - gross,Confidence,170
Hyndburn,Median,Male,Annual pay - gross,Value,350201
Lancaster,Median,Male,Annual pay - gross,Confidence,187.7
Lancaster,Median,Male,Annual pay - gross,Value,445866
North West,Median,Male,Annual pay - gross,Confidence,32.1
North West,Median,Male,Annual pay - gross,Value,502856
Pendle,Median,Male,Annual pay - gross,Confidence,185.3
Pendle,Median,Male,Annual pay - gross,Value,395200
Preston,Median,Male,Annual pay - gross,Confidence,189.9
Preston,Median,Male,Annual pay - gross,Value,443120
Ribble Valley,Median,Male,Annual pay - gross,Confidence,242
Ribble Valley,Median,Male,Annual pay - gross,Value,515260
Rossendale,Median,Male,Annual pay - gross,Confidence,197
Rossendale,Median,Male,Annual pay - gross,Value,339009
South Ribble,Median,Male,Annual pay - gross,Confidence,179
South Ribble,Median,Male,Annual pay - gross,Value,486498
West Lancashire,Median,Male,Annual pay - gross,Confidence,191.6
West Lancashire,Median,Male,Annual pay - gross,Value,479043
